,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
1544994,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-11,-52.0,-30.0,-53.0,-54.0,-43.0,22.0
1544995,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-12,-52.0,-27.0,-54.0,-54.0,-42.0,22.0
1544996,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-13,-51.0,-26.0,-54.0,-53.0,-43.0,22.0
1544997,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-14,-49.0,-22.0,-52.0,-51.0,-41.0,24.0
1544998,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-15,-55.0,-24.0,-59.0,-48.0,-36.0,20.0
1544999,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-16,-57.0,-31.0,-62.0,-48.0,-18.0,17.0
1545000,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-17,-47.0,-28.0,-51.0,-51.0,-41.0,20.0
1545001,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-18,-49.0,-29.0,-52.0,-51.0,-41.0,20.0
1545002,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-19,-49.0,-27.0,-51.0,-51.0,-40.0,21.0
1545003,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-20,-49.0,-28.0,-50.0,-50.0,-41.0,21.0
1545004,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-21,-49.0,-26.0,-49.0,-50.0,-39.0,23.0
1545005,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-22,-56.0,-31.0,-60.0,-49.0,-26.0,19.0
1545006,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-23,-63.0,-41.0,-67.0,-54.0,-23.0,18.0
1545007,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-24,-48.0,-29.0,-54.0,-50.0,-40.0,20.0
1545008,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-25,-50.0,-31.0,-56.0,-52.0,-41.0,21.0
1545009,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-26,-49.0,-26.0,-53.0,-49.0,-39.0,20.0
1545010,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-27,-48.0,-25.0,-51.0,-49.0,-39.0,20.0
1545011,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-28,-47.0,-24.0,-51.0,-48.0,-37.0,22.0
1545012,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-29,-55.0,-28.0,-59.0,-46.0,-25.0,18.0
1545013,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-30,-59.0,-34.0,-61.0,-49.0,-20.0,17.0
1545014,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-31,-44.0,-25.0,-47.0,-47.0,-39.0,19.0
1545015,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-01,-45.0,-23.0,-48.0,-47.0,-40.0,19.0
1545016,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-02,-46.0,-23.0,-49.0,-47.0,-39.0,19.0
1545017,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-03,-47.0,-26.0,-49.0,-47.0,-39.0,20.0
1545018,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-04,-46.0,-23.0,-48.0,-46.0,-37.0,21.0
1545019,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-05,-51.0,-24.0,-56.0,-44.0,-24.0,18.0
1545020,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-06,-57.0,-34.0,-58.0,-48.0,-20.0,17.0
1545021,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-07,-42.0,-24.0,-47.0,-45.0,-39.0,19.0
1545022,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-08,-45.0,-26.0,-51.0,-46.0,-40.0,19.0
1545023,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-09,-44.0,-23.0,-46.0,-44.0,-37.0,19.0
1545024,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-10,-45.0,-24.0,-46.0,-43.0,-38.0,20.0
1545025,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-11,-45.0,-22.0,-46.0,-44.0,-37.0,23.0
1545026,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-12,-51.0,-26.0,-56.0,-42.0,-23.0,19.0
1545027,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-13,-56.0,-31.0,-57.0,-46.0,-18.0,18.0
1545028,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-14,-38.0,-18.0,-43.0,-41.0,-34.0,18.0
1545029,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-15,-38.0,-12.0,-43.0,-39.0,-34.0,18.0
1545030,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-16,-38.0,-5.0,-42.0,-38.0,-34.0,17.0
1545031,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-17,-41.0,-3.0,-41.0,-39.0,-39.0,19.0
1545032,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-18,-84.0,-78.0,-69.0,-73.0,-75.0,34.0
1545033,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-19,-83.0,-79.0,-70.0,-68.0,-56.0,24.0
1545034,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-20,-68.0,-48.0,-64.0,-56.0,-26.0,19.0
1545035,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-21,-44.0,-25.0,-49.0,-45.0,-37.0,19.0
1545036,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-22,-45.0,-25.0,-49.0,-42.0,-36.0,20.0
1545037,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-23,-48.0,-25.0,-51.0,-43.0,-34.0,21.0
1545038,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-24,-48.0,-26.0,-51.0,-43.0,-35.0,21.0
1545039,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-25,-48.0,-25.0,-54.0,-44.0,-34.0,23.0
1545040,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-26,-56.0,-29.0,-60.0,-41.0,-22.0,20.0
1545041,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-27,-61.0,-36.0,-60.0,-44.0,-19.0,19.0
1545042,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-28,-44.0,-24.0,-50.0,-41.0,-32.0,19.0
1545043,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-29,-46.0,-24.0,-52.0,-42.0,-33.0,19.0
1545044,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-30,-44.0,-18.0,-50.0,-40.0,-33.0,19.0
1545045,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-01,-44.0,-17.0,-51.0,-40.0,-31.0,19.0
1545046,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-02,-41.0,-13.0,-47.0,-35.0,-30.0,19.0
1545047,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-03,-54.0,-26.0,-58.0,-35.0,-24.0,18.0
1545048,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-04,-59.0,-34.0,-60.0,-38.0,-20.0,17.0
1545049,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-05,-39.0,-16.0,-47.0,-36.0,-31.0,17.0
1545050,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-06,-41.0,-17.0,-47.0,-36.0,-32.0,17.0
1545051,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-07,-42.0,-17.0,-47.0,-37.0,-30.0,17.0
1545052,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-08,-43.0,-18.0,-48.0,-36.0,-31.0,18.0
1545053,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-09,-42.0,-17.0,-43.0,-35.0,-30.0,19.0
1545054,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-10,-54.0,-29.0,-57.0,-35.0,-20.0,19.0
1545055,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-11,-57.0,-34.0,-56.0,-38.0,-17.0,17.0
1545056,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-12,-67.0,-42.0,-55.0,-61.0,-71.0,30.0
1545057,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-13,-39.0,-15.0,-46.0,-32.0,-29.0,16.0
1545058,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-14,-42.0,-18.0,-46.0,-33.0,-29.0,18.0
1545059,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-15,-41.0,-17.0,-45.0,-32.0,-29.0,18.0
1545060,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-16,-40.0,-13.0,-42.0,-32.0,-28.0,18.0
1545061,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-17,-54.0,-28.0,-57.0,-33.0,-20.0,18.0
1545062,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-18,-60.0,-38.0,-55.0,-38.0,-20.0,18.0
1545063,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-19,-40.0,-18.0,-46.0,-35.0,-28.0,17.0
1545064,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-20,-40.0,-16.0,-43.0,-32.0,-28.0,16.0
1545065,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-21,-40.0,-15.0,-44.0,-32.0,-26.0,17.0
1545066,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-22,-40.0,-16.0,-42.0,-31.0,-26.0,17.0
1545067,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-23,-39.0,-13.0,-41.0,-31.0,-25.0,18.0
1545068,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-24,-50.0,-23.0,-55.0,-31.0,-17.0,17.0
1545069,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-25,-49.0,-24.0,-20.0,12.0,-8.0,10.0
1545070,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-26,-39.0,-17.0,-45.0,-33.0,-27.0,17.0
1545071,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-27,-40.0,-17.0,-47.0,-32.0,-27.0,17.0
1545072,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-28,-40.0,-16.0,-45.0,-32.0,-24.0,16.0
1545073,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-29,-39.0,-14.0,-43.0,-31.0,-25.0,16.0
1545074,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-30,-35.0,-6.0,-38.0,-26.0,-24.0,15.0
1545075,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-10-31,-50.0,-19.0,-52.0,-30.0,-28.0,16.0
1545076,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-01,-53.0,-31.0,-54.0,-34.0,-16.0,14.0
1545077,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-02,-36.0,-15.0,-45.0,-32.0,-26.0,15.0
1545078,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-03,-36.0,-14.0,-44.0,-30.0,-26.0,15.0
1545079,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-04,-37.0,-13.0,-45.0,-31.0,-24.0,16.0
1545080,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-05,-37.0,-14.0,-42.0,-30.0,-24.0,16.0
1545081,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-06,-35.0,-11.0,-39.0,-30.0,-23.0,16.0
1545082,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-07,-42.0,-19.0,-49.0,-28.0,-14.0,14.0
1545083,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-08,-46.0,-27.0,-47.0,-31.0,-13.0,13.0
1545084,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-09,-37.0,-17.0,-43.0,-33.0,-24.0,15.0
1545085,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-10,-36.0,-16.0,-42.0,-31.0,-24.0,15.0
1545086,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-11,-38.0,-16.0,-44.0,-31.0,-23.0,15.0
1545087,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-12,-38.0,-17.0,-43.0,-31.0,-24.0,16.0
1545088,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-13,-38.0,-11.0,-44.0,-31.0,-23.0,16.0
1545089,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-14,-41.0,-20.0,-47.0,-27.0,-14.0,13.0
1545090,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-15,-44.0,-26.0,-45.0,-27.0,-11.0,12.0
1545091,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-16,-36.0,-16.0,-43.0,-32.0,-23.0,15.0
1545092,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-17,-39.0,-17.0,-46.0,-32.0,-24.0,15.0
1545093,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-18,-37.0,-15.0,-42.0,-30.0,-22.0,15.0
1545094,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-19,-37.0,-16.0,-44.0,-30.0,-23.0,15.0
1545095,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-20,-36.0,-11.0,-41.0,-30.0,-21.0,16.0
1545096,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-21,-40.0,-19.0,-47.0,-26.0,-12.0,13.0
1545097,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-22,-44.0,-27.0,-47.0,-28.0,-11.0,12.0
1545098,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-23,-37.0,-18.0,-44.0,-32.0,-22.0,15.0
1545099,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-24,-37.0,-17.0,-43.0,-30.0,-22.0,15.0
1545100,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-25,-38.0,-17.0,-44.0,-30.0,-20.0,15.0
1545101,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-26,-38.0,-17.0,-43.0,-30.0,-21.0,15.0
1545102,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-27,-35.0,-12.0,-41.0,-29.0,-20.0,15.0
1545103,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-28,-37.0,-15.0,-47.0,-23.0,-10.0,12.0
1545104,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-29,-53.0,-30.0,-43.0,-25.0,-12.0,11.0
1545105,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-11-30,-30.0,-9.0,-41.0,-28.0,-19.0,13.0
1545106,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-01,-31.0,-8.0,-42.0,-26.0,-20.0,13.0
1545107,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-02,-32.0,-8.0,-41.0,-26.0,-18.0,13.0
1545108,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-03,-31.0,-9.0,-41.0,-25.0,-18.0,13.0
1545109,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-04,-30.0,-5.0,-37.0,-24.0,-18.0,13.0
1545110,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-05,-33.0,-9.0,-44.0,-19.0,-8.0,10.0
1545111,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-06,-36.0,-18.0,-42.0,-23.0,-7.0,10.0
1545112,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-07,-20.0,1.0,-32.0,-25.0,-27.0,11.0
1545113,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-08,-46.0,-22.0,-41.0,-45.0,-62.0,22.0
1545114,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-09,-28.0,-7.0,-37.0,-21.0,-16.0,11.0
1545115,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-10,-31.0,-10.0,-38.0,-25.0,-18.0,13.0
1545116,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-11,-31.0,-8.0,-36.0,-26.0,-17.0,14.0
1545117,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-12,-56.0,-30.0,-57.0,-45.0,-18.0,19.0
1545118,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-13,-57.0,-33.0,-55.0,-43.0,-15.0,18.0
1545119,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-14,-28.0,-11.0,-34.0,-25.0,-18.0,12.0
1545120,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-15,-25.0,-6.0,-32.0,-21.0,-18.0,11.0
1545121,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-16,-23.0,-1.0,-32.0,-19.0,-16.0,11.0
1545122,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-17,-20.0,1.0,-30.0,-16.0,-16.0,11.0
1545123,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-18,-17.0,6.0,-27.0,-13.0,-15.0,11.0
1545124,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-19,-46.0,-14.0,-51.0,-31.0,-13.0,16.0
1545125,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-20,-46.0,-18.0,-49.0,-29.0,-8.0,15.0
1545126,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-21,-7.0,12.0,-21.0,-6.0,-14.0,8.0
1545127,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-22,-9.0,18.0,-20.0,-6.0,-14.0,8.0
1545128,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-23,-12.0,24.0,-21.0,-6.0,-13.0,8.0
1545129,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-24,-28.0,16.0,-32.0,-21.0,-26.0,12.0
1545130,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-25,-85.0,-79.0,-60.0,-72.0,-76.0,29.0
1545131,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-26,-60.0,-32.0,-59.0,-50.0,-31.0,20.0
1545132,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-27,-59.0,-35.0,-58.0,-43.0,-17.0,17.0
1545133,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-28,-20.0,-1.0,-33.0,-20.0,-16.0,11.0
1545134,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-29,-20.0,5.0,-33.0,-19.0,-17.0,11.0
1545135,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-30,-20.0,17.0,-30.0,-16.0,-15.0,10.0
1545136,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-12-31,-31.0,17.0,-35.0,-25.0,-29.0,13.0
1545137,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-01,-87.0,-82.0,-59.0,-75.0,-78.0,29.0
1545138,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-02,-62.0,-32.0,-57.0,-51.0,-36.0,20.0
1545139,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-03,-60.0,-35.0,-56.0,-43.0,-18.0,16.0
1545140,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-04,-26.0,-5.0,-34.0,-24.0,-20.0,12.0
1545141,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-05,-26.0,-4.0,-32.0,-24.0,-20.0,12.0
1545142,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-06,-29.0,-6.0,-35.0,-25.0,-19.0,13.0
1545143,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-07,-30.0,-8.0,-33.0,-25.0,-20.0,13.0
1545144,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-08,-30.0,-6.0,-33.0,-26.0,-20.0,14.0
1545145,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-09,-55.0,-25.0,-56.0,-42.0,-22.0,18.0
1545146,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-10,-59.0,-33.0,-58.0,-44.0,-18.0,17.0
1545147,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-11,-27.0,-7.0,-33.0,-25.0,-21.0,12.0
1545148,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-12,-28.0,-6.0,-31.0,-25.0,-22.0,12.0
1545149,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-13,-31.0,-8.0,-33.0,-26.0,-22.0,11.0
1545150,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-14,-40.0,-20.0,-39.0,-33.0,-27.0,14.0
1545151,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-15,-39.0,-17.0,-39.0,-33.0,-27.0,14.0
1545152,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-16,-62.0,-35.0,-59.0,-48.0,-28.0,18.0
1545153,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-17,-64.0,-40.0,-60.0,-48.0,-24.0,16.0
1545154,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-18,-36.0,-17.0,-36.0,-32.0,-27.0,12.0
1545155,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-19,-37.0,-17.0,-35.0,-32.0,-27.0,13.0
1545156,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-20,-38.0,-16.0,-35.0,-32.0,-26.0,13.0
1545157,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-21,-39.0,-17.0,-35.0,-32.0,-26.0,14.0
1545158,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-22,-38.0,-14.0,-35.0,-32.0,-26.0,14.0
1545159,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-23,-61.0,-34.0,-57.0,-47.0,-27.0,18.0
1545160,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-24,-63.0,-39.0,-58.0,-48.0,-23.0,16.0
1545161,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-25,-36.0,-16.0,-35.0,-32.0,-26.0,12.0
1545162,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-26,-37.0,-16.0,-34.0,-31.0,-27.0,13.0
1545163,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-27,-38.0,-16.0,-35.0,-32.0,-25.0,13.0
1545164,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-28,-39.0,-18.0,-37.0,-32.0,-26.0,14.0
1545165,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-29,-38.0,-11.0,-42.0,-32.0,-26.0,15.0
1545166,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-30,-63.0,-32.0,-64.0,-49.0,-30.0,19.0
1545167,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-01-31,-63.0,-34.0,-63.0,-45.0,-24.0,18.0
1545168,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-02-01,-32.0,-9.0,-33.0,-29.0,-27.0,12.0
1545169,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-02-02,-32.0,-9.0,-30.0,-28.0,-27.0,12.0
1545170,CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2021-02-03,-35.0,-11.0,-31.0,-29.0,-25.0,13.0
